player,salary,adj_salary,year_start,year_end,date,inflation_rate_percent,multiplier,adj_salary_audit,audit_delta
LaMarcus Aldridge,21461010.0,22586123.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,22659757.219341923,73634.21934192255
Greg Monroe,21384175.0,22505260.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,22578630.448237106,73370.4482371062
Rudy Gobert,21224719.0,22337445.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,22410267.717537694,72822.71753769368
Victor Oladipo,21000000.0,22100945.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,22172996.592713036,72051.59271303564
Danilo Gallinari,20559599.0,21637455.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,21707996.122597445,70541.1225974448
Serge Ibaka,20061729.0,21113484.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,21182316.60766344,68832.60766344145
George Hill,20000000.0,21048519.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,21117139.612107653,68620.61210765317
Ryan Anderson,19578455.0,20604874.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,20672048.381218355,67174.38121835515
Paul George,19300000.0,20311820.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,20378039.725683883,66219.72568388283
Jeff Teague,19000000.0,19996093.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,20061282.63150227,65189.6315022707
Kyrie Irving,18868626.0,19857831.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,19922570.476532217,64739.476532217115
Kawhi Leonard,18868625.0,19857830.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,19922569.420675237,64739.42067523673
Jimmy Butler,18696918.0,19677121.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,19741271.386106428,64150.38610642776
Allen Crabbe,18500000.0,19469880.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,19533354.141199578,63474.1411995776
DeMarcus Cousins,18063850.0,19010864.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,19072842.11910854,61978.119108539075
John Wall,18063850.0,19010864.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,19072842.11910854,61978.119108539075
Enes Kanter,17884176.0,18821771.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18883132.07197525,61361.0719752498
Wesley Matthews,17884175.0,18821769.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18883131.01611827,61362.016118269414
Dwyane Wade,17878652.0,18815956.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18877299.518014386,61343.518014386296
Klay Thompson,17826150.0,18760702.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18821864.91481864,61162.9148186408
Joakim Noah,17765000.0,18696347.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18757299.26045462,60952.260454621166
Kentavious Caldwell-Pope,17745894.0,18676239.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18737126.056983177,60887.05698317662
Luol Deng,17190000.0,18091202.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18150181.496606525,58979.496606525034
Evan Turner,17131148.0,18029264.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,18088042.201583937,58778.20158393681
Goran Dragic,17000450.0,17891714.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17950043.805932775,58329.80593277514
Bismack Biyombo,17000000.0,17891241.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17949568.670291502,58327.67029150203
Evan Fournier,17000000.0,17891241.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17949568.670291502,58327.67029150203
Kent Bazemore,16910112.0,17796640.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17854659.798018847,58019.79801884666
Robert Covington,16698103.0,17573517.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17630808.61541768,57291.615417681634
Tim Hardaway Jr,16500000.0,17365028.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17421640.179988813,56612.179988812655
Tristan Thompson,16400000.0,17259785.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17316054.481928274,56269.481928274035
Draymond Green,16400000.0,17259785.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,17316054.481928274,56269.481928274035
Reggie Jackson,16000000.0,16838815.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16893711.68968612,54896.68968611956
Tobias Harris,16000000.0,16838815.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16893711.68968612,54896.68968611956
Pau Gasol,16000000.0,16838815.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16893711.68968612,54896.68968611956
Ian Mahinmi,16000000.0,16838815.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16893711.68968612,54896.68968611956
Dennis Schroeder,15500000.0,16312602.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16365783.19938343,53181.19938343018
Jonas Valanciunas,15460675.0,16271215.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16324261.623621123,53046.62362112291
Tony Parker,15453126.0,16263270.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16316290.959274534,53020.959274534136
Timofey Mozgov,15280000.0,16081068.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16133494.663650246,52426.66365024634
Jamal Crawford,15270762.0,16071345.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,16123740.656863414,52395.65686341375
Andre Iguodala,14814815.0,15591495.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,15642325.834127331,50830.83412733115
DeMarre Carroll,14800000.0,15575904.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,15626683.312959662,50779.31295966171
Eric Bledsoe,14500000.0,15260176.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,15309926.218778048,49750.21877804771
Gorgui Dieng,14112360.0,14852213.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14900633.818816178,48420.81881617755
Khris Middleton,14100000.0,14839205.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14887583.426535895,48378.426535895094
Ricky Rubio,14100000.0,14839205.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14887583.426535895,48378.426535895094
Mason Plumlee,14041096.0,14777213.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14825389.226950316,48176.22695031576
Taj Gibson,14000000.0,14733963.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14781997.728475356,48034.728475356475
Robin Lopez,13788500.0,14511375.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14558683.977077318,47308.977077318355
JR Smith,13760000.0,14481381.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14528592.053130064,47211.05313006416
James Johnson,13734000.0,14454018.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14501139.771634324,47121.77163432352
Joe Ingles,13636364.0,14351263.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14398050.119475937,46787.11947593652
Brandon Knight,13618750.0,14332725.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,14379452.254619554,46727.254619553685
Marvin Williams,13168750.0,13859134.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13904316.613347132,45182.61334713176
Michael Kidd-Gilchrist,13000000.0,13681537.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13726140.747869974,44603.747869974
Tyson Chandler,13000000.0,13681537.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13726140.747869974,44603.747869974
Eric Gordon,12943020.0,13621570.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13665978.017115079,44408.01711507887
Kenneth Faried,12921348.0,13598762.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13643095.484631399,44333.48463139869
Thaddeus Young,12921348.0,13598762.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13643095.484631399,44333.48463139869
Marcin Gortat,12782609.0,13452749.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13496606.94299919,43857.94299918972
Cody Zeller,12584270.0,13244012.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13287189.325322898,43177.325322898105
Nikola Mirotic,12500000.0,13155324.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13198212.257567283,42888.257567282766
Miles Plumlee,12400000.0,13050081.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,13092626.559506744,42545.559506744146
Zach Randolph,12307692.0,12952934.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12995162.513341023,42228.513341022655
Nikola Vucevic,12250000.0,12892217.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12934248.012415936,42031.01241593622
Solomon Hill,12236535.0,12878047.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12920030.898172084,41983.89817208424
Dion Waiters,12100000.0,12734354.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12775869.465325128,41515.46532512829
Wilson Chandler,12016854.0,12646849.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12688079.180815713,41230.18081571348
Kelly Olynyk,12007169.0,12636656.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12677853.20595855,41197.205958550796
Jeremy Lin,12000000.0,12629111.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12670283.767264592,41172.76726459153
Kemba Walker,12000000.0,12629111.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12670283.767264592,41172.76726459153
Derrick Favors,12000000.0,12629111.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12670283.767264592,41172.76726459153
Austin Rivers,11825000.0,12444936.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12485508.79565865,40572.79565864988
Courtney Lee,11747890.0,12363784.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12404091.663884168,40307.66388416849
Nikola Pekovic,11600000.0,12208141.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12247940.975022437,39799.97502243705
Jordan Clarkson,11562500.0,12168675.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12208346.338249736,39671.338249735534
John Henson,11422536.0,12021373.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,12060564.371816285,39191.371816284955
Amir Johnson,11000000.0,11576685.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11614426.786659209,37741.78665920906
Alec Burks,10845506.0,11414092.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11451303.21829756,37211.21829755977
Patrick Mills,10714286.0,11275992.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11312753.665302522,36761.66530252248
Moe Harkless,10662922.0,11221935.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11258520.627350707,36585.62735070661
Omer Asik,10595505.0,11150984.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11187337.917289235,36353.9172892347
Bojan Bogdanovic,10500000.0,11050472.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11086498.296356518,36026.29635651782
Mirza Teletovic,10500000.0,11050472.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11086498.296356518,36026.29635651782
Terrence Ross,10500000.0,11050472.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11086498.296356518,36026.29635651782
Jon Leuer,10497319.0,11047650.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,11083667.543791514,36017.54379151389
Iman Shumpert,10337079.0,10879010.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10914477.021219308,35467.02121930756
Joe Johnson,10254904.0,10792526.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10827711.973838061,35185.973838061094
Darren Collison,10000000.0,10524259.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10558569.806053827,34310.806053826585
Jared Dudley,10000000.0,10524259.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10558569.806053827,34310.806053826585
Danny Green,10000000.0,10524259.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10558569.806053827,34310.806053826585
Meyers Leonard,9904495.0,10423747.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10457730.185121108,33983.18512110785
Tony Snell,9821429.0,10336326.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10370024.369170142,33698.36917014234
Al Jefferson,9769821.0,10282013.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10315533.702115059,33520.7021150589
Matthew Dellavedova,9607500.0,10111182.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10144145.941166213,32963.94116621278
Trevor Booker,9571137.0,10072912.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,10105751.81378046,32839.81378046051
Bogdan Bogdanovic,9470614.0,9967119.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,9999613.902519064,32494.902519064024
Andre Roberson,9259260.0,9744685.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,9776454.306240195,31769.30624019541
Dwight Powell,9003125.0,9475122.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,9506012.378512835,30890.37851283513
Jerryd Bayless,9000000.0,9471833.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,9502712.825448444,30879.825448444113
Avery Bradley,8808989.0,9270808.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,9301032.527726028,30224.527726028115
JaMychal Green,8533333.0,8980701.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,9009979.215880271,29278.215880271047
E'Twaun Moore,8445024.0,8887762.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8916737.541779991,28975.54177999124
Rudy Gay,8406000.0,8846692.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8875533.778968846,28841.778968846425
Kosta Koufos,8393000.0,8833011.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8861807.638220975,28796.638220975175
Corey Brewer,8105615.0,8530559.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8558370.179849697,27811.179849697277
Garrett Temple,8000000.0,8419407.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8446855.84484306,27448.84484305978
Vince Carter,8000000.0,8419407.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8446855.84484306,27448.84484305978
Markieff Morris,8000000.0,8419407.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8446855.84484306,27448.84484305978
CJ Miles,7936509.0,8352588.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8379818.429287444,27230.42928744387
Cristiano Felicio,7843500.0,8254702.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8281614.227378318,26912.227378318086
Shaun Livingston,7692308.0,8095584.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8121977.09876663,26393.098766629584
Cory Joseph,7630000.0,8030010.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8056188.762019069,26178.762019068934
PJ Tucker,7590035.0,7987949.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,8013991.437789175,26042.437789174728
Andrew Wiggins,7574322.0,7971413.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7997400.757052923,25987.75705292262
Darrell Arthur,7464912.0,7856267.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7881879.444804887,25612.444804887287
Channing Frye,7420912.0,7809960.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7835421.737658251,25461.737658251077
Trevor Ariza,7400000.0,7787952.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7813341.656479831,25389.656479830854
Al-Farouq Aminu,7319035.0,7702742.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7727854.1960451165,25112.19604511652
Cole Aldrich,7300000.0,7682709.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7707755.958419293,25046.958419293165
DJ Augustin,7250000.0,7630088.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7654963.109389024,24875.109389023855
Marco Belinelli,7082277.0,7453571.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7477871.609030947,24300.60903094709
Markelle Fultz,7026240.0,7394597.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7418704.551408763,24107.551408763044
Jeremy Lamb,7000000.0,7366981.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7390998.864237678,24017.864237678237
Kyle Korver,7000000.0,7366981.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7390998.864237678,24017.864237678237
Louis Williams,7000000.0,7366981.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7390998.864237678,24017.864237678237
Jameer Nelson,6998920.0,7365844.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7389858.538698624,24014.53869862389
Dewayne Dedmon,6900000.0,7261739.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7285413.16617714,23674.166177139618
Jae Crowder,6796117.0,7152409.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7175727.575460911,23318.575460910797
Jabari Parker,6782392.0,7137965.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7161235.938402102,23270.93840210233
Langston Galloway,6666667.0,7016173.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7039046.889321544,22873.889321544208
Lance Thomas,6655325.0,7004236.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,7027071.359447517,22835.359447517432
Ersan Ilyasova,6514288.0,6855805.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6878156.458473876,22351.45847387612
Matt Barnes,6400625.0,6736183.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6758144.586487327,21961.58648732677
Ed Davis,6352531.0,6685568.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6707364.200862092,21796.200862091966
Rajon Rondo,6300000.0,6630282.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6651898.977813911,21616.977813910693
Jonathon Simmons,6300000.0,6630283.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6651898.977813911,21615.977813910693
Lonzo Ball,6286560.0,6616138.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6637708.259994574,21570.25999457389
Wayne Ellington,6270000.0,6598710.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6620223.268395749,21513.26839574892
Isaiah Thomas,6261394.0,6589653.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6611136.563220659,21483.56322065927
Karl-Anthony Towns,6216840.0,6542763.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6564093.911306767,21330.911306766793
Ben Simmons,6168840.0,6492247.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6513412.7762377085,21165.776237708516
Joel Embiid,6100266.0,6420078.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6441008.439649675,20930.43964967504
Josh McRoberts,6021175.0,6336840.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6357499.655196615,20659.655196614563
Ishmael Smith,6000000.0,6314555.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6335141.883632296,20586.883632295765
Milos Teodosic,6000000.0,6314555.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6335141.883632296,20586.883632295765
Shelvin Mack,6000000.0,6314555.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6335141.883632296,20586.883632295765
Alan Williams,6000000.0,6314555.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6335141.883632296,20586.883632295765
Brandan Wright,5955760.0,6267995.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6288430.7708103135,20435.770810313523
Wesley Johnson,5881260.0,6189590.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6209769.425755212,20179.425755212083
Boban Marjanovic,5881260.0,6189590.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6209769.425755212,20179.425755212083
Tyler Johnson,5821260.0,6126445.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6146418.0069188895,19973.00691888947
Alex Abrines,5725000.0,6025138.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,6044781.2139658155,19643.213965815492
Jayson Tatum,5645400.0,5941365.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5960734.998309627,19369.998309627175
D'Angelo Russell,5562360.0,5853972.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5873056.634640156,19084.63464015629
Brandon Ingram,5519400.0,5808759.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5827697.018753349,18938.01875334885
Josh Smith,5514806.0,5803923.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5822846.411784448,18923.41178444773
Patrick Beverley,5513514.0,5802565.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5821482.244565506,18917.244565505534
Aaron Gordon,5504419.0,5792993.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5811879.225326899,18886.22532689944
Deron Williams,5474787.0,5761807.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5780592.071277601,18785.071277600713
Arron Afflalo,5328652.0,5608010.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5626294.411416833,18284.41141683329
Anthony Tolliver,5290000.0,5567332.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5585483.427402474,18151.427402473986
Thabo Sefolosha,5250000.0,5525236.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5543249.148178259,18013.14817825891
Jason Smith,5225000.0,5498925.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5516852.723663124,17927.723663124256
Ben McLemore,5200000.0,5472614.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5490456.29914799,17842.2991479896
Nick Young,5192000.0,5464195.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5482009.443303146,17814.4433031464
Patrick Patterson,5192000.0,5464195.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5482009.443303146,17814.4433031464
Josh Jackson,5090040.0,5356890.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5374354.265560621,17464.265560621396
Mike Muscala,5000000.0,5262129.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5279284.903026913,17155.903026913293
Marcus Morris,5000000.0,5262129.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5279284.903026913,17155.903026913293
Dirk Nowitzki,5000000.0,5262129.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5279284.903026913,17155.903026913293
Larry Sanders,5000000.0,5262129.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5279284.903026913,17155.903026913293
Jahlil Okafor,4995120.0,5256993.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5274132.320961558,17139.32096155826
Dante Exum,4992385.0,5254115.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5271244.552119602,17129.55211960245
Alexis Ajinca,4961798.0,5221925.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5238949.054653826,17024.05465382617
Jaylen Brown,4956480.0,5216328.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5233334.007230966,17006.007230966352
Richard Jefferson,4828652.0,5081797.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5098365.921114142,16568.921114142053
Sean Kilpatrick,4774445.0,5024748.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,5041131.081766466,16383.081766465679
Kyle Singler,4666500.0,4911145.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4927156.599995018,16011.599995017983
De'Aaron Fox,4609200.0,4850841.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4866655.995006329,15814.99500632938
Marcus Smart,4538019.0,4775928.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4791499.039269858,15571.03926985804
Kristaps Porzingis,4503600.0,4739705.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4755157.497854401,15452.497854401357
Justin Holiday,4500000.0,4735916.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4751356.412724222,15440.412724222057
Dragan Bender,4468800.0,4703081.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4718413.674929334,15332.67492933385
Devin Harris,4402546.0,4633353.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4648458.926536305,15105.926536304876
Ron Baker,4328000.0,4554899.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4569749.012060096,14850.012060095556
Aron Baynes,4300000.0,4525431.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4540185.016603145,14754.016603144817
Nerlens Noel,4187599.0,4407137.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4421505.63612612,14368.636126119643
Alex Len,4187599.0,4407137.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4421505.63612612,14368.636126119643
Jonathan Isaac,4186320.0,4405791.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4420155.195047925,14364.195047925226
Lance Stephenson,4180000.0,4399140.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4413482.1789305,14342.178930499591
Julius Randle,4149242.0,4366769.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4381006.129921039,14237.129921038635
Kyle O'Quinn,4087500.0,4301791.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4315815.408224502,14024.408224501647
Mario Hezonja,4078320.0,4292129.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4306122.641142544,13993.641142544337
Kris Dunn,4046760.0,4258915.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4272799.794834638,13884.794834638014
Noah Vonleh,4031018.0,4242347.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4256178.494245948,13831.49424594827
Jonas Jerebko,4000000.0,4209703.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4223427.92242153,13724.92242152989
Nemanja Bjelica,3950000.0,4157082.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4170635.073391261,13553.073391261045
Jose Juan Barea,3903900.0,4108565.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4121960.066585353,13395.06658535311
Quincy Pondexter,3853931.0,4055977.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4069199.9491214827,13222.94912148267
Lauri Markkanen,3821640.0,4021993.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4035105.2713607545,13112.271360754501
Nik Stauskas,3807146.0,4006739.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,4019801.68028386,13062.680283859838
Willie Cauley-Stein,3704160.0,3898354.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3911063.1932792338,12709.193279233761
Paul Pierce,3679840.0,3872759.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3885384.751510911,12625.751510911155
Buddy Hield,3675480.0,3868170.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3880781.2150754714,12611.215075471438
Will Barton,3533333.0,3718571.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3730694.312853358,12123.31285335822
Frank Ntilikina,3501120.0,3684669.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3696681.991937117,12012.991937117185
Lavoy Allen,3500000.0,3683490.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3695499.432118839,12009.432118839119
Zaza Pachulia,3477600.0,3659916.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3671848.2357532782,11932.235753278248
Nenê,3477600.0,3659916.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3671848.2357532782,11932.235753278248
Troy Daniels,3408520.0,3587214.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3598909.6355330586,11695.63553305855
Emmanuel Mudiay,3381480.0,3558757.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3570359.262777489,11602.262777489144
Jamal Murray,3355320.0,3531225.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3542738.0441648522,11513.04416485224
Elfrid Payton,3332340.0,3507041.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3518474.4507505405,11433.450750540476
Doug McDermott,3294994.0,3467737.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3479042.415952852,11305.415952851996
Tarik Black,3290000.0,3462481.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3473769.4661917086,11288.466191708576
Tyreke Evans,3290000.0,3462481.0,2017,2018,2017-12-31,1.021301,1.0558569806053826,3473769.4661917086,11288.466191708576
